Date,TempC
7/2/2025 3:15,16.618
7/2/2025 3:30,16.618
7/2/2025 3:45,16.523
7/2/2025 4:00,16.427
7/2/2025 4:15,16.427
7/2/2025 4:30,16.332
7/2/2025 4:45,16.141
7/2/2025 5:00,15.855
7/2/2025 5:15,15.569
7/2/2025 5:30,14.9
7/2/2025 5:45,14.23
7/2/2025 6:00,14.804
7/2/2025 6:15,14.996
7/2/2025 6:30,15.473
7/2/2025 6:45,16.237
7/2/2025 7:00,17.57
7/2/2025 7:15,18.616
7/2/2025 7:30,18.236
7/2/2025 7:45,18.616
7/2/2025 8:00,19.662
7/2/2025 8:15,20.615
7/2/2025 8:30,21.378
7/2/2025 8:45,20.615
7/2/2025 9:00,20.615
7/2/2025 9:15,20.71
7/2/2025 9:30,20.71
7/2/2025 9:45,20.901
7/2/2025 10:00,21.569
7/2/2025 10:15,20.234
7/2/2025 10:30,20.234
7/2/2025 10:45,20.424
7/2/2025 11:00,22.142
7/2/2025 11:15,21.951
7/2/2025 11:30,21.282
7/2/2025 11:45,20.138
7/2/2025 12:00,22.525
7/2/2025 12:15,21.187
7/2/2025 12:30,21.664
7/2/2025 12:45,22.525
7/2/2025 13:00,23.773
7/2/2025 13:15,26
7/2/2025 13:30,26.39
7/2/2025 13:45,26.585
7/2/2025 14:00,26.585
7/2/2025 14:15,26.683
7/2/2025 14:30,26.879
7/2/2025 14:45,24.158
7/2/2025 15:00,20.996
7/2/2025 15:15,20.996
7/2/2025 15:30,20.805
7/2/2025 15:45,20.519
7/2/2025 16:00,20.805
7/2/2025 16:15,20.901
7/2/2025 16:30,21.569
7/2/2025 16:45,22.621
7/2/2025 17:00,23.196
7/2/2025 17:15,24.448
7/2/2025 17:30,21.282
7/2/2025 17:45,21.282
7/2/2025 18:00,22.908
7/2/2025 18:15,22.238
7/2/2025 18:30,21.855
7/2/2025 18:45,21.378
7/2/2025 19:00,20.901
7/2/2025 19:15,20.519
7/2/2025 19:30,20.329
7/2/2025 19:45,19.758
7/2/2025 20:00,19.282
7/2/2025 20:15,18.616
7/2/2025 20:30,18.236
7/2/2025 20:45,17.475
7/2/2025 21:00,16.713
7/2/2025 21:15,15.855
7/2/2025 21:30,14.613
7/2/2025 21:45,14.038
7/2/2025 22:00,13.654
7/2/2025 22:15,13.076
7/2/2025 22:30,13.173
7/2/2025 22:45,12.98
7/2/2025 23:00,12.594
7/2/2025 23:15,11.722
7/2/2025 23:30,11.625
7/2/2025 23:45,11.528
7/3/2025 0:00,11.236
7/3/2025 0:15,11.334
7/3/2025 0:30,11.334
7/3/2025 0:45,10.944
7/3/2025 1:00,11.041
7/3/2025 1:15,11.041
7/3/2025 1:30,10.846
7/3/2025 1:45,10.846
7/3/2025 2:00,11.041
7/3/2025 2:15,11.334
7/3/2025 2:30,16.332
7/3/2025 2:45,16.523
7/3/2025 3:00,16.903
7/3/2025 3:15,16.903
7/3/2025 3:30,16.903
7/3/2025 3:45,16.903
7/3/2025 4:00,16.903
7/3/2025 4:15,16.903
7/3/2025 4:30,16.713
7/3/2025 4:45,16.618
7/3/2025 5:00,16.618
7/3/2025 5:15,16.332
